"","SampleID","start_date","species","genotype","inoculum","comm","slope","lag","LDT"
"508","2023_04_25_LA2409_22_ss","2023_04_25","S. habrochaites","LA2409","ss","ok",0.0007964,2659.99994404258,6.76889606519257
"509","2023_04_25_LA2409_23_ss","2023_04_25","S. habrochaites","LA2409","ss","ok",0.00097451,2652.55626419995,6.56706285681499
"510","2023_04_25_LA2409_24_ss","2023_04_25","S. habrochaites","LA2409","ss","ok",0.0012498,2167.35258558847,6.31825881988763
"511","2023_04_25_LA2409_25_ss","2023_04_25","S. habrochaites","LA2409","ss","f",NA,NA,NA
"512","2023_04_25_LA2409_26_ss","2023_04_25","S. habrochaites","LA2409","ss","ok",0.0011547,2047.98618287567,6.3974017884248
"513","2023_04_25_LA2409_27_ss","2023_04_25","S. habrochaites","LA2409","ss","f",NA,NA,NA
"514","2023_04_25_LA2409_28_ss","2023_04_25","S. habrochaites","LA2409","ss","ok",0.0011553,1950.00020963022,6.39688230789364
"515","2023_04_25_LA2409_29_ss","2023_04_25","S. habrochaites","LA2409","ss","ok",0.0031118,2597.17103229404,5.40604102150175
"516","2023_04_25_LA2409_30_ss","2023_04_25","S. habrochaites","LA2409","ss","ok",0.0013193,2489.99999178289,6.26414106549288
"517","2023_04_25_LA2409_31_ss","2023_04_25","S. habrochaites","LA2409","ss","f",NA,NA,NA
"518","2023_04_25_LA2409_32_ss","2023_04_25","S. habrochaites","LA2409","ss","f",NA,NA,NA
"519","2023_04_25_LA2409_33_ss","2023_04_25","S. habrochaites","LA2409","ss","ok",0.00082675,1539.99992840039,6.73149528552071
"520","2023_04_25_LA2409_34_ss","2023_04_25","S. habrochaites","LA2409","ss","ok",0.00080903,2160.87311725959,6.75316163819337
"521","2023_04_25_LA2409_35_ss","2023_04_25","S. habrochaites","LA2409","ss","ok",0.0010576,1862.30739596147,6.48524016828519
"522","2023_04_25_LA2409_36_ss","2023_04_25","S. habrochaites","LA2409","ss","ok",0.00088783,3235.67779179836,6.66021735415913
"523","2023_04_25_LA2409_37_ss","2023_04_25","S. habrochaites","LA2409","ss","ok",0.001159,992.14344155095,6.39368479404286
"524","2023_04_25_LA2409_38_ss","2023_04_25","S. habrochaites","LA2409","ss","f",NA,NA,NA
"525","2023_04_25_LA2409_39_ss","2023_04_25","S. habrochaites","LA2409","ss","ok",0.002506,1966.43022960564,5.6225545019266
"526","2023_04_25_LA2409_40_ss","2023_04_25","S. habrochaites","LA2409","ss","f",NA,NA,NA
"527","2023_04_25_LA2409_41_ss","2023_04_25","S. habrochaites","LA2409","ss","f",NA,NA,NA
"528","2023_04_25_LA2409_42_ss","2023_04_25","S. habrochaites","LA2409","ss","ok",0.0011642,2030.00003528455,6.38920820254497
"529","2023_04_25_LA2409_43_ss","2023_04_25","S. habrochaites","LA2409","ss","ok",0.00082126,1347.39498785129,6.7381578910978
"530","2023_04_25_LA2409_44_ss","2023_04_25","S. habrochaites","LA2409","ss","f",NA,NA,NA
"531","2023_04_25_LA2409_45_ss","2023_04_25","S. habrochaites","LA2409","ss","ok",0.0010409,4818.48226362716,6.50115663486119
"532","2023_04_25_LA2409_46_ss","2023_04_25","S. habrochaites","LA2409","ss","f",NA,NA,NA
"533","2023_04_25_LA2864_47_ss","2023_04_25","S. habrochaites","LA2864","ss","f",NA,NA,NA
"534","2023_04_25_LA2864_48_ss","2023_04_25","S. habrochaites","LA2864","ss","f",NA,NA,NA
"535","2023_04_25_LA2864_49_ss","2023_04_25","S. habrochaites","LA2864","ss","f",NA,NA,NA
"536","2023_04_25_LA2864_50_ss","2023_04_25","S. habrochaites","LA2864","ss","f",NA,NA,NA
"537","2023_04_25_LA2864_51_ss","2023_04_25","S. habrochaites","LA2864","ss","f",NA,NA,NA
"538","2023_04_25_LA2864_52_ss","2023_04_25","S. habrochaites","LA2864","ss","f",NA,NA,NA
"539","2023_04_25_LA2864_53_ss","2023_04_25","S. habrochaites","LA2864","ss","f",NA,NA,NA
"540","2023_04_25_LA2864_54_ss","2023_04_25","S. habrochaites","LA2864","ss","f",NA,NA,NA
"541","2023_04_25_LA2864_55_ss","2023_04_25","S. habrochaites","LA2864","ss","f",NA,NA,NA
"542","2023_04_25_LA2864_56_ss","2023_04_25","S. habrochaites","LA2864","ss","f",NA,NA,NA
"543","2023_04_25_LA2864_57_ss","2023_04_25","S. habrochaites","LA2864","ss","f",NA,NA,NA
"544","2023_04_25_LA2864_58_ss","2023_04_25","S. habrochaites","LA2864","ss","f",NA,NA,NA
"545","2023_04_25_LA2864_59_ss","2023_04_25","S. habrochaites","LA2864","ss","f",NA,NA,NA
"546","2023_04_25_LA2864_60_ss","2023_04_25","S. habrochaites","LA2864","ss","f",NA,NA,NA
"547","2023_04_25_LA2864_61_ss","2023_04_25","S. habrochaites","LA2864","ss","f",NA,NA,NA
"548","2023_04_25_LA2864_62_ss","2023_04_25","S. habrochaites","LA2864","ss","f",NA,NA,NA
"549","2023_04_25_LA2864_63_ss","2023_04_25","S. habrochaites","LA2864","ss","f",NA,NA,NA
"550","2023_04_25_LA2864_64_ss","2023_04_25","S. habrochaites","LA2864","ss","f",NA,NA,NA
"551","2023_04_25_LA2864_65_ss","2023_04_25","S. habrochaites","LA2864","ss","f",NA,NA,NA
"552","2023_04_25_LA2864_66_ss","2023_04_25","S. habrochaites","LA2864","ss","f",NA,NA,NA
"553","2023_04_25_LA2864_67_ss","2023_04_25","S. habrochaites","LA2864","ss","f",NA,NA,NA
"554","2023_04_25_LA2864_68_ss","2023_04_25","S. habrochaites","LA2864","ss","f",NA,NA,NA
"555","2023_04_25_LA2864_69_ss","2023_04_25","S. habrochaites","LA2864","ss","f",NA,NA,NA
"556","2023_04_25_LA2864_70_ss","2023_04_25","S. habrochaites","LA2864","ss","f",NA,NA,NA
"557","2023_04_25_LA2864_71_ss","2023_04_25","S. habrochaites","LA2864","ss","f",NA,NA,NA
"558","2023_04_25_LA2864_72_ss","2023_04_25","S. habrochaites","LA2864","ss","f",NA,NA,NA
"559","2023_04_25_LA2864_73_ss","2023_04_25","S. habrochaites","LA2864","ss","f",NA,NA,NA
"560","2023_04_25_LA2864_74_ss","2023_04_25","S. habrochaites","LA2864","ss","f",NA,NA,NA
"561","2023_04_25_LA2864_75_ss","2023_04_25","S. habrochaites","LA2864","ss","f",NA,NA,NA
"562","2023_04_25_LA2864_76_ss","2023_04_25","S. habrochaites","LA2864","ss","f",NA,NA,NA
"563","2023_04_25_LA2864_77_ss","2023_04_25","S. habrochaites","LA2864","ss","f",NA,NA,NA
"564","2023_04_25_LA2864_78_ss","2023_04_25","S. habrochaites","LA2864","ss","f",NA,NA,NA
"565","2023_04_25_LA2864_79_ss","2023_04_25","S. habrochaites","LA2864","ss","f",NA,NA,NA
"566","2023_04_25_LA2864_80_ss","2023_04_25","S. habrochaites","LA2864","ss","f",NA,NA,NA
"567","2023_04_25_LA2864_81_ss","2023_04_25","S. habrochaites","LA2864","ss","f",NA,NA,NA
"568","2023_04_25_LA2864_82_ss","2023_04_25","S. habrochaites","LA2864","ss","f",NA,NA,NA
"569","2023_04_25_LA2864_83_ss","2023_04_25","S. habrochaites","LA2864","ss","f",NA,NA,NA
"570","2023_04_25_LA2864_84_ss","2023_04_25","S. habrochaites","LA2864","ss","f",NA,NA,NA
"571","2023_04_25_LA2864_85_ss","2023_04_25","S. habrochaites","LA2864","ss","f",NA,NA,NA
"572","2023_04_25_LA2864_86_ss","2023_04_25","S. habrochaites","LA2864","ss","f",NA,NA,NA
"573","2023_04_25_LA2864_87_ss","2023_04_25","S. habrochaites","LA2864","ss","f",NA,NA,NA
"574","2023_04_25_LA2864_88_ss","2023_04_25","S. habrochaites","LA2864","ss","f",NA,NA,NA
"575","2023_04_25_C32_89_ss","2023_04_25","S. lycopersicum","C32","ss","ok",0.0017577,2181.30601500239,5.97723622216376
"576","2023_04_25_C32_90_ss","2023_04_25","S. lycopersicum","C32","ss","ok",0.0007792,1863.32749871297,6.79072988505428
"577","2023_04_25_C32_91_ss","2023_04_25","S. lycopersicum","C32","ss","ok",0.0019338,1517.30564080198,5.88175537933316
"578","2023_04_25_C32_92_ss","2023_04_25","S. lycopersicum","C32","ss","ok",0.0010956,2084.4312089069,6.44994019999369
"579","2023_04_25_C32_93_ss","2023_04_25","S. lycopersicum","C32","ss","ok",0.0019133,1639.9999671918,5.89241285849165
"580","2023_04_25_C32_94_ss","2023_04_25","S. lycopersicum","C32","ss","ok",0.0013285,1654.81771819024,6.25719187218274
"581","2023_04_25_C32_95_ss","2023_04_25","S. lycopersicum","C32","ss","ok",0.003016,1937.18505390929,5.43731090825476
"582","2023_04_25_C32_96_ss","2023_04_25","S. lycopersicum","C32","ss","ok",0.0023918,1957.71625724615,5.6691961378479
"583","2023_04_25_C32_97_ss","2023_04_25","S. lycopersicum","C32","ss","ok",0.0014521,2133.74022636487,6.16823157384592
"584","2023_04_25_C32_98_ss","2023_04_25","S. lycopersicum","C32","ss","ok",0.0016651,1524.26514045177,6.03135717671154
"585","2023_04_25_C32_99_ss","2023_04_25","S. lycopersicum","C32","ss","ok",0.001389,1725.66944836773,6.21265829462827
"586","2023_04_25_C32_100_ss","2023_04_25","S. lycopersicum","C32","ss","ok",0.0010034,2349.9999971749,6.53784812533246
"587","2023_04_25_C32_101_ss","2023_04_25","S. lycopersicum","C32","ss","ok",0.0012128,1674.269839028,6.3483106224945
"588","2023_04_25_C32_102_ss","2023_04_25","S. lycopersicum","C32","ss","ok",0.0010155,1389.99997426246,6.52586125636217
"589","2023_04_25_C32_103_ss","2023_04_25","S. lycopersicum","C32","ss","ok",0.0012117,985.810341439909,6.34921802614513
"590","2023_04_25_C32_104_ss","2023_04_25","S. lycopersicum","C32","ss","f",NA,NA,NA
"591","2023_04_25_C32_105_ss","2023_04_25","S. lycopersicum","C32","ss","f",NA,NA,NA
"592","2023_04_25_C32_106_ss","2023_04_25","S. lycopersicum","C32","ss","ok",0.0012903,2338.31648984859,6.28636760892481
"593","2023_04_25_C32_107_ss","2023_04_25","S. lycopersicum","C32","ss","ok",0.0023942,2326.12728766328,5.66819321256534
"594","2023_04_25_C32_108_ss","2023_04_25","S. lycopersicum","C32","ss","ok",0.001552,724.885379567646,6.10169793663945
"595","2023_04_25_C32_109_ss","2023_04_25","S. lycopersicum","C32","ss","ok",0.0013874,2251.08476683727,6.21381086643141
"596","2023_04_25_C32_110_ss","2023_04_25","S. lycopersicum","C32","ss","ok",0.0013073,2560.00000057624,6.2732784168148
"597","2023_04_25_C32_111_ss","2023_04_25","S. lycopersicum","C32","ss","ok",0.0011383,2370.00000532265,6.41170643705144
"598","2023_04_25_LA1559_1_mock","2023_04_25","S. habrochaites","LA1559","mock",NA,NA,NA,NA
"599","2023_04_25_LA1559_2_mock","2023_04_25","S. habrochaites","LA1559","mock",NA,NA,NA,NA
"600","2023_04_25_LA1559_3_mock","2023_04_25","S. habrochaites","LA1559","mock",NA,NA,NA,NA
"601","2023_04_25_LA1559_4_mock","2023_04_25","S. habrochaites","LA1559","mock",NA,NA,NA,NA
"602","2023_04_25_LA1559_5_mock","2023_04_25","S. habrochaites","LA1559","mock",NA,NA,NA,NA
"603","2023_04_25_LA1559_6_mock","2023_04_25","S. habrochaites","LA1559","mock",NA,NA,NA,NA
"604","2023_04_25_LA1559_7_mock","2023_04_25","S. habrochaites","LA1559","mock",NA,NA,NA,NA
"605","2023_04_25_LA1559_8_mock","2023_04_25","S. habrochaites","LA1559","mock",NA,NA,NA,NA
"606","2023_04_25_LA1559_9_mock","2023_04_25","S. habrochaites","LA1559","mock",NA,NA,NA,NA
"607","2023_04_25_LA1559_10_mock","2023_04_25","S. habrochaites","LA1559","mock",NA,NA,NA,NA
"608","2023_04_25_LA1559_11_mock","2023_04_25","S. habrochaites","LA1559","mock",NA,NA,NA,NA
"609","2023_04_25_LA1559_12_mock","2023_04_25","S. habrochaites","LA1559","mock",NA,NA,NA,NA
"610","2023_04_25_LA1753_38_mock","2023_04_25","S. habrochaites","LA1753","mock",NA,NA,NA,NA
"611","2023_04_25_LA1753_39_mock","2023_04_25","S. habrochaites","LA1753","mock",NA,NA,NA,NA
"612","2023_04_25_LA1753_40_mock","2023_04_25","S. habrochaites","LA1753","mock",NA,NA,NA,NA
"613","2023_04_25_LA1753_41_mock","2023_04_25","S. habrochaites","LA1753","mock",NA,NA,NA,NA
"614","2023_04_25_LA1753_42_mock","2023_04_25","S. habrochaites","LA1753","mock",NA,NA,NA,NA
"615","2023_04_25_LA1753_43_mock","2023_04_25","S. habrochaites","LA1753","mock",NA,NA,NA,NA
"616","2023_04_25_LA1753_44_mock","2023_04_25","S. habrochaites","LA1753","mock",NA,NA,NA,NA
"617","2023_04_25_LA1753_45_mock","2023_04_25","S. habrochaites","LA1753","mock",NA,NA,NA,NA
"618","2023_04_25_LA1753_46_mock","2023_04_25","S. habrochaites","LA1753","mock",NA,NA,NA,NA
"619","2023_04_25_LA1753_47_mock","2023_04_25","S. habrochaites","LA1753","mock",NA,NA,NA,NA
"620","2023_04_25_LA1753_48_mock","2023_04_25","S. habrochaites","LA1753","mock",NA,NA,NA,NA
"621","2023_04_25_LA1753_49_mock","2023_04_25","S. habrochaites","LA1753","mock",NA,NA,NA,NA
"622","2023_04_25_LA1753_50_mock","2023_04_25","S. habrochaites","LA1753","mock",NA,NA,NA,NA
"623","2023_04_25_LA1753_51_mock","2023_04_25","S. habrochaites","LA1753","mock",NA,NA,NA,NA
"624","2023_04_25_LA2167_65_mock","2023_04_25","S. habrochaites","LA2167","mock",NA,NA,NA,NA
"625","2023_04_25_LA2167_66_mock","2023_04_25","S. habrochaites","LA2167","mock",NA,NA,NA,NA
"626","2023_04_25_LA2167_67_mock","2023_04_25","S. habrochaites","LA2167","mock",NA,NA,NA,NA
"627","2023_04_25_LA2167_68_mock","2023_04_25","S. habrochaites","LA2167","mock",NA,NA,NA,NA
"628","2023_04_25_LA2167_69_mock","2023_04_25","S. habrochaites","LA2167","mock",NA,NA,NA,NA
"629","2023_04_25_LA2167_70_mock","2023_04_25","S. habrochaites","LA2167","mock",NA,NA,NA,NA
"630","2023_04_25_LA2167_71_mock","2023_04_25","S. habrochaites","LA2167","mock",NA,NA,NA,NA
"631","2023_04_25_LA2167_72_mock","2023_04_25","S. habrochaites","LA2167","mock",NA,NA,NA,NA
"632","2023_04_25_LA2167_73_mock","2023_04_25","S. habrochaites","LA2167","mock",NA,NA,NA,NA
"633","2023_04_25_LA2167_74_mock","2023_04_25","S. habrochaites","LA2167","mock",NA,NA,NA,NA
"634","2023_04_25_LA2167_75_mock","2023_04_25","S. habrochaites","LA2167","mock",NA,NA,NA,NA
"635","2023_04_25_LA2167_76_mock","2023_04_25","S. habrochaites","LA2167","mock",NA,NA,NA,NA
"636","2023_04_25_LA2409_77_mock","2023_04_25","S. habrochaites","LA2409","mock",NA,NA,NA,NA
"637","2023_04_25_LA2409_78_mock","2023_04_25","S. habrochaites","LA2409","mock",NA,NA,NA,NA
"638","2023_04_25_LA2409_79_mock","2023_04_25","S. habrochaites","LA2409","mock",NA,NA,NA,NA
"639","2023_04_25_LA2409_80_mock","2023_04_25","S. habrochaites","LA2409","mock",NA,NA,NA,NA
"640","2023_04_25_LA2409_81_mock","2023_04_25","S. habrochaites","LA2409","mock",NA,NA,NA,NA
"641","2023_04_25_LA2409_82_mock","2023_04_25","S. habrochaites","LA2409","mock",NA,NA,NA,NA
"642","2023_04_25_LA2409_83_mock","2023_04_25","S. habrochaites","LA2409","mock",NA,NA,NA,NA
"643","2023_04_25_LA2409_84_mock","2023_04_25","S. habrochaites","LA2409","mock",NA,NA,NA,NA
"644","2023_04_25_LA2409_85_mock","2023_04_25","S. habrochaites","LA2409","mock",NA,NA,NA,NA
"645","2023_04_25_LA2409_86_mock","2023_04_25","S. habrochaites","LA2409","mock",NA,NA,NA,NA
"646","2023_04_25_LA2409_87_mock","2023_04_25","S. habrochaites","LA2409","mock",NA,NA,NA,NA
"647","2023_04_25_LA2864_88_mock","2023_04_25","S. habrochaites","LA2864","mock",NA,NA,NA,NA
"648","2023_04_25_LA2864_89_mock","2023_04_25","S. habrochaites","LA2864","mock",NA,NA,NA,NA
"649","2023_04_25_LA2864_90_mock","2023_04_25","S. habrochaites","LA2864","mock",NA,NA,NA,NA
"650","2023_04_25_LA2864_91_mock","2023_04_25","S. habrochaites","LA2864","mock",NA,NA,NA,NA
"651","2023_04_25_LA2864_92_mock","2023_04_25","S. habrochaites","LA2864","mock",NA,NA,NA,NA
"652","2023_04_25_LA2864_93_mock","2023_04_25","S. habrochaites","LA2864","mock",NA,NA,NA,NA
"653","2023_04_25_LA2864_94_mock","2023_04_25","S. habrochaites","LA2864","mock",NA,NA,NA,NA
"654","2023_04_25_LA2864_95_mock","2023_04_25","S. habrochaites","LA2864","mock",NA,NA,NA,NA
"655","2023_04_25_LA2864_96_mock","2023_04_25","S. habrochaites","LA2864","mock",NA,NA,NA,NA
"656","2023_04_25_LA2864_97_mock","2023_04_25","S. habrochaites","LA2864","mock",NA,NA,NA,NA
"657","2023_04_25_LA2864_98_mock","2023_04_25","S. habrochaites","LA2864","mock",NA,NA,NA,NA
"658","2023_04_25_LA2864_99_mock","2023_04_25","S. habrochaites","LA2864","mock",NA,NA,NA,NA
"659","2023_04_25_LA2864_100_mock","2023_04_25","S. habrochaites","LA2864","mock",NA,NA,NA,NA
"660","2023_04_25_C32_101_mock","2023_04_25","S. lycopersicum","C32","mock",NA,NA,NA,NA
"661","2023_04_25_C32_102_mock","2023_04_25","S. lycopersicum","C32","mock",NA,NA,NA,NA
"662","2023_04_25_C32_103_mock","2023_04_25","S. lycopersicum","C32","mock",NA,NA,NA,NA
"663","2023_04_25_C32_104_mock","2023_04_25","S. lycopersicum","C32","mock",NA,NA,NA,NA
"664","2023_04_25_C32_105_mock","2023_04_25","S. lycopersicum","C32","mock",NA,NA,NA,NA
"665","2023_04_25_C32_106_mock","2023_04_25","S. lycopersicum","C32","mock",NA,NA,NA,NA
"666","2023_04_25_C32_107_mock","2023_04_25","S. lycopersicum","C32","mock",NA,NA,NA,NA
"667","2023_04_25_C32_108_mock","2023_04_25","S. lycopersicum","C32","mock",NA,NA,NA,NA
"668","2023_04_25_C32_109_mock","2023_04_25","S. lycopersicum","C32","mock",NA,NA,NA,NA
"669","2023_04_25_C32_110_mock","2023_04_25","S. lycopersicum","C32","mock",NA,NA,NA,NA
"670","2023_04_25_C32_111_mock","2023_04_25","S. lycopersicum","C32","mock",NA,NA,NA,NA
"671","2023_04_25_C32_112_mock","2023_04_25","S. lycopersicum","C32","mock",NA,NA,NA,NA
"672","2023_05_10_LA1559_1_ss","2023_05_10","S. habrochaites","LA1559","ss","ok",0.00080353,2355.31088736753,6.75998311624989
"673","2023_05_10_LA1559_2_ss","2023_05_10","S. habrochaites","LA1559","ss","ok",0.00045405,3953.64312836815,7.33079031324677
"674","2023_05_10_LA1559_3_ss","2023_05_10","S. habrochaites","LA1559","ss","ok",0.00033607,5228.58378194031,7.63167816578445
"675","2023_05_10_LA1559_4_ss","2023_05_10","S. habrochaites","LA1559","ss","ok",0.00032271,2473.29282114367,7.67224355027059
"676","2023_05_10_LA1559_5_ss","2023_05_10","S. habrochaites","LA1559","ss","ok",6.1001e-05,2926.01346874325,9.33810737990105
"677","2023_05_10_LA1559_6_ss","2023_05_10","S. habrochaites","LA1559","ss","ok",0.00024538,2566.39244066889,7.94618960801957
"678","2023_05_10_LA1559_8_ss","2023_05_10","S. habrochaites","LA1559","ss","ok",0.0010636,437.049605409489,6.47958297801375
"679","2023_05_10_LA1559_9_ss","2023_05_10","S. habrochaites","LA1559","ss","ok",0.00075684,4717.89088865832,6.81984576691905
"680","2023_05_10_LA1559_10_ss","2023_05_10","S. habrochaites","LA1559","ss","ok",0.00064042,2485.42985662287,6.98687342626676
"681","2023_05_10_LA1559_11_ss","2023_05_10","S. habrochaites","LA1559","ss","ok",0.0003574,2850.96657472568,7.57014203465728
"682","2023_05_10_LA1559_12_ss","2023_05_10","S. habrochaites","LA1559","ss","ok",0.00064088,3804.04537414677,6.98615540547575
"683","2023_05_10_LA1559_13_ss","2023_05_10","S. habrochaites","LA1559","ss","f",NA,NA,NA
"684","2023_05_10_LA1559_15_ss","2023_05_10","S. habrochaites","LA1559","ss","ok",0.00085597,2626.43213897855,6.69676230858399
"685","2023_05_10_LA1559_16_ss","2023_05_10","S. habrochaites","LA1559","ss","ok",0.00061168,4503.1844642686,7.03278836743451
"686","2023_05_10_LA1559_18_ss","2023_05_10","S. habrochaites","LA1559","ss","ok",0.00049994,2894.50306554844,7.23450954616099
"687","2023_05_10_LA1559_19_ss","2023_05_10","S. habrochaites","LA1559","ss","ok",0.0013554,1860.86592454203,6.2371457446806
"688","2023_05_10_LA1559_20_ss","2023_05_10","S. habrochaites","LA1559","ss","ok",0.00074371,3904.48553556236,6.83734646348165
"689","2023_05_10_LA1559_21_ss","2023_05_10","S. habrochaites","LA1559","ss","ok",0.0004138,3273.13857746156,7.42361487207117
"690","2023_05_10_LA1559_22_ss","2023_05_10","S. habrochaites","LA1559","ss","ok",0.00046303,927.47947083705,7.31120579057905
"691","2023_05_10_LA1559_23_ss","2023_05_10","S. habrochaites","LA1559","ss","f",NA,NA,NA
"692","2023_05_10_LA1559_24_ss","2023_05_10","S. habrochaites","LA1559","ss","ok",0.00065139,4926.04676635423,6.96988909620882
"693","2023_05_10_LA1559_25_ss","2023_05_10","S. habrochaites","LA1559","ss","f",NA,NA,NA
"694","2023_05_10_LA1559_26_ss","2023_05_10","S. habrochaites","LA1559","ss","ok",0.00034903,4594.61570132088,7.59383975898914
"695","2023_05_10_LA1559_27_ss","2023_05_10","S. habrochaites","LA1559","ss","ok",0.0003538,3328.53322178922,7.58026585565692
"696","2023_05_10_LA1559_28_ss","2023_05_10","S. habrochaites","LA1559","ss","f",NA,NA,NA
"697","2023_05_10_LA1559_29_ss","2023_05_10","S. habrochaites","LA1559","ss","f",NA,NA,NA
"698","2023_05_10_LA1559_30_ss","2023_05_10","S. habrochaites","LA1559","ss","f",NA,NA,NA
"699","2023_05_10_LA1559_31_ss","2023_05_10","S. habrochaites","LA1559","ss","f",NA,NA,NA
"700","2023_05_10_LA1559_32_ss","2023_05_10","S. habrochaites","LA1559","ss","f",NA,NA,NA
"701","2023_05_10_LA1559_33_ss","2023_05_10","S. habrochaites","LA1559","ss","ok",0.00032618,3167.44115450817,7.66154826115384
"702","2023_05_10_LA1559_34_ss","2023_05_10","S. habrochaites","LA1559","ss","ok",0.00076099,3138.45175102105,6.81437742021173
"703","2023_05_10_LA1559_35_ss","2023_05_10","S. habrochaites","LA1559","ss","f",NA,NA,NA
"704","2023_05_10_LA1559_36_ss","2023_05_10","S. habrochaites","LA1559","ss","ok",0.0003891,2723.27020743735,7.4851612573921
"705","2023_05_10_LA1559_37_ss","2023_05_10","S. habrochaites","LA1559","ss","ok",0.00038566,4983.05325339292,7.49404148509115
"706","2023_05_10_LA1559_38_ss","2023_05_10","S. habrochaites","LA1559","ss","ok",0.0004221,2643.56947762903,7.40375538459416
"707","2023_05_10_LA1559_39_ss","2023_05_10","S. habrochaites","LA1559","ss","ok",0.0005473,2182.86445136189,7.14400053923274
"708","2023_05_10_LA1559_40_ss","2023_05_10","S. habrochaites","LA1559","ss","f",NA,NA,NA
"709","2023_05_10_LA1559_41_ss","2023_05_10","S. habrochaites","LA1559","ss","f",NA,NA,NA
"710","2023_05_10_LA1559_42_ss","2023_05_10","S. habrochaites","LA1559","ss","f",NA,NA,NA
"711","2023_05_10_LA1559_45_ss","2023_05_10","S. habrochaites","LA1559","ss","ok",0.00023064,3242.54694427122,8.00813958405246
"712","2023_05_10_LA1559_46_ss","2023_05_10","S. habrochaites","LA1559","ss","f",NA,NA,NA
"713","2023_05_10_LA1559_47_ss","2023_05_10","S. habrochaites","LA1559","ss","f",NA,NA,NA
"714","2023_05_10_LA1559_49_ss","2023_05_10","S. habrochaites","LA1559","ss","f",NA,NA,NA
"715","2023_05_10_LA1559_50_ss","2023_05_10","S. habrochaites","LA1559","ss","ok",0.00017263,2577.64627297173,8.29784706155415
"716","2023_05_10_LA1559_51_ss","2023_05_10","S. habrochaites","LA1559","ss","f",NA,NA,NA
"717","2023_05_10_LA1559_52_ss","2023_05_10","S. habrochaites","LA1559","ss","ok",0.00082661,3622.63835113922,6.73166463762834
"718","2023_05_10_LA1559_53_ss","2023_05_10","S. habrochaites","LA1559","ss","f",NA,NA,NA
"719","2023_05_10_LA1559_54_ss","2023_05_10","S. habrochaites","LA1559","ss","ok",0.00030542,2897.12160209637,7.72730975885757
"720","2023_05_10_LA1559_55_ss","2023_05_10","S. habrochaites","LA1559","ss","f",NA,NA,NA
"721","2023_05_10_LA1559_56_ss","2023_05_10","S. habrochaites","LA1559","ss","f",NA,NA,NA
"722","2023_05_10_LA1559_57_ss","2023_05_10","S. habrochaites","LA1559","ss","f",NA,NA,NA
"723","2023_05_10_LA1559_58_ss","2023_05_10","S. habrochaites","LA1559","ss","ok",0.00072955,3173.77335405507,6.85656973167258
"724","2023_05_10_LA1559_59_ss","2023_05_10","S. habrochaites","LA1559","ss","ok",0.00076276,3534.11868081697,6.81205420341618
"725","2023_05_10_LA1559_60_ss","2023_05_10","S. habrochaites","LA1559","ss","ok",0.00071616,4505.80506206488,6.8750940316991
"726","2023_05_10_LA1559_61_ss","2023_05_10","S. habrochaites","LA1559","ss","f",NA,NA,NA
"727","2023_05_10_LA1559_62_ss","2023_05_10","S. habrochaites","LA1559","ss","f",NA,NA,NA
"728","2023_05_10_LA1559_63_ss","2023_05_10","S. habrochaites","LA1559","ss","f",NA,NA,NA
"729","2023_05_10_LA1559_64_ss","2023_05_10","S. habrochaites","LA1559","ss","ok",0.0011033,4123.49715516544,6.44293666961635
"730","2023_05_10_LA1721_65_ss","2023_05_10","S. habrochaites","LA1721","ss","ok",0.00014745,3041.91932566555,8.45550850212132
"731","2023_05_10_LA1721_66_ss","2023_05_10","S. habrochaites","LA1721","ss","ok",0.0011675,676.53947714823,6.38637764783956
"732","2023_05_10_LA1721_67_ss","2023_05_10","S. habrochaites","LA1721","ss","ok",0.00013548,646.271933489369,8.54017360943304
"733","2023_05_10_LA1721_68_ss","2023_05_10","S. habrochaites","LA1721","ss","ok",0.00040127,1527.56385999008,7.45436311994381
"734","2023_05_10_LA1721_69_ss","2023_05_10","S. habrochaites","LA1721","ss","ok",0.00097539,1036.39916609624,6.56616024636344
"735","2023_05_10_LA1721_70_ss","2023_05_10","S. habrochaites","LA1721","ss","ok",0.00045108,1362.01614798925,7.33735293001852
"736","2023_05_10_LA1721_71_ss","2023_05_10","S. habrochaites","LA1721","ss","ok",0.00058049,1749.99999060183,7.0851250629219
"737","2023_05_10_LA1721_72_ss","2023_05_10","S. habrochaites","LA1721","ss","ok",0.00060177,1790.17040216338,7.04912232487789
"738","2023_05_10_LA1721_73_ss","2023_05_10","S. habrochaites","LA1721","ss","ok",0.00092771,2333.49807352241,6.61627845343471
"739","2023_05_10_LA1721_74_ss","2023_05_10","S. habrochaites","LA1721","ss","ok",0.00077898,764.856242565067,6.79101226578239
"740","2023_05_10_LA1721_75_ss","2023_05_10","S. habrochaites","LA1721","ss","ok",0.00038872,4702.21158657862,7.48613834728496
"741","2023_05_10_LA1721_76_ss","2023_05_10","S. habrochaites","LA1721","ss","ok",0.0010123,2079.47732325278,6.5290173887779
"742","2023_05_10_LA1721_77_ss","2023_05_10","S. habrochaites","LA1721","ss","ok",0.0002033,4280.80164490641,8.13431491674831
"743","2023_05_10_LA1721_78_ss","2023_05_10","S. habrochaites","LA1721","ss","ok",0.00092347,4253.18484722044,6.62085932338196
