"","SampleID","start_date","species","genotype","inoculum","comm","slope","lag","LDT"
"1","2023_04_05_LA1559_1_ss","2023_04_05","S. habrochaites","LA1559","ss","ok",0.00044882,3904.20773375346,7.34237572088718
"2","2023_04_05_LA1559_3_ss","2023_04_05","S. habrochaites","LA1559","ss","ok",0.0016355,2736.47037281415,6.04929379040417
"3","2023_04_05_LA1559_4_ss","2023_04_05","S. habrochaites","LA1559","ss","ok",0.00063036,4087.38450219222,7.00270655262874
"4","2023_04_05_LA1559_5_ss","2023_04_05","S. habrochaites","LA1559","ss","ok",0.00075638,4599.49122609803,6.82045374198437
"5","2023_04_05_LA1559_6_ss","2023_04_05","S. habrochaites","LA1559","ss","ok",0.00078521,3321.70339910577,6.78304643945264
"6","2023_04_05_LA1559_8_ss","2023_04_05","S. habrochaites","LA1559","ss","ok",0.00091803,4369.27362325065,6.62676756755753
"7","2023_04_05_LA1559_9_ss","2023_04_05","S. habrochaites","LA1559","ss","ok",0.00073155,997.450675129489,6.85383206655844
"8","2023_04_05_LA1559_11_ss","2023_04_05","S. habrochaites","LA1559","ss","ok",0.00049178,5543.53070851185,7.25096617536522
"9","2023_04_05_LA1559_12_ss","2023_04_05","S. habrochaites","LA1559","ss","ok",0.00050137,4526.5168328736,7.23165328591754
"10","2023_04_05_LA1559_13_ss","2023_04_05","S. habrochaites","LA1559","ss","ok",0.00046423,2824.76093914174,7.30861751831472
"11","2023_04_05_LA1559_14_ss","2023_04_05","S. habrochaites","LA1559","ss","ok",0.00064736,3271.0032620303,6.97609508340323
"12","2023_04_05_LA1559_15_ss","2023_04_05","S. habrochaites","LA1559","ss","ok",0.00073013,3935.80745309929,6.85577503690314
"13","2023_04_05_LA1559_16_ss","2023_04_05","S. habrochaites","LA1559","ss","ok",0.0011105,2266.23111525399,6.43643199404813
"14","2023_04_05_LA1559_17_ss","2023_04_05","S. habrochaites","LA1559","ss","ok",0.00077154,1054.69802895178,6.80060911987221
"15","2023_04_05_LA1559_19_ss","2023_04_05","S. habrochaites","LA1559","ss","ok",0.0016798,1741.14900959773,6.02256761969108
"16","2023_04_05_LA1559_20_ss","2023_04_05","S. habrochaites","LA1559","ss","ok",0.0018496,1082.79695876929,5.92627295890455
"17","2023_04_05_LA1559_21_ss","2023_04_05","S. habrochaites","LA1559","ss","ok",0.0019496,1928.15220953377,5.87361813507161
"18","2023_04_05_LA1559_22_ss","2023_04_05","S. habrochaites","LA1559","ss","ok",0.00070264,1845.29489709625,6.89415296777375
"19","2023_04_05_LA1559_23_ss","2023_04_05","S. habrochaites","LA1559","ss","ok",0.0013476,1531.72212774529,6.24291712585021
"20","2023_04_05_LA1559_24_ss","2023_04_05","S. habrochaites","LA1559","ss","ok",0.00072149,3062.00774853673,6.8676791192786
"21","2023_04_05_LA1559_25_ss","2023_04_05","S. habrochaites","LA1559","ss","ok",0.00089949,1238.51210297657,6.6471697013412
"22","2023_04_05_LA1559_27_ss","2023_04_05","S. habrochaites","LA1559","ss","ok",0.00044551,3220.00000575783,7.34977794403456
"23","2023_04_05_LA1559_29_ss","2023_04_05","S. habrochaites","LA1559","ss","ok",0.00037419,3301.76071657404,7.52423394757688
"24","2023_04_05_LA1559_30_ss","2023_04_05","S. habrochaites","LA1559","ss","ok",0.0012574,3159.99998939402,6.31219626143365
"25","2023_04_05_LA1559_31_ss","2023_04_05","S. habrochaites","LA1559","ss","ok",0.0011819,1711.15345849346,6.37411904536441
"26","2023_04_05_LA1559_32_ss","2023_04_05","S. habrochaites","LA1559","ss","ok",0.00045332,2629.99999997348,7.33239935951786
"27","2023_04_05_LA1559_35_ss","2023_04_05","S. habrochaites","LA1559","ss","ok",0.00070389,3618.07647381183,6.89237554343287
"28","2023_04_05_LA1559_36_ss","2023_04_05","S. habrochaites","LA1559","ss","f",NA,NA,NA
"29","2023_04_05_LA1559_37_ss","2023_04_05","S. habrochaites","LA1559","ss","ok",0.00092434,3656.75836048824,6.61991766805561
"30","2023_04_05_LA1559_39_ss","2023_04_05","S. habrochaites","LA1559","ss","ok",0.0011329,2379.99995032566,6.41646164150317
"31","2023_04_05_LA1559_40_ss","2023_04_05","S. habrochaites","LA1559","ss","ok",0.00069775,2369.9999185099,6.90113676496618
"32","2023_04_05_LA1559_41_ss","2023_04_05","S. habrochaites","LA1559","ss","ok",0.0015337,3226.82939774413,6.11355924172588
"33","2023_04_05_LA1559_42_ss","2023_04_05","S. habrochaites","LA1559","ss","ok",0.0014081,2337.34965601385,6.19900108045934
"34","2023_04_05_LA1559_44_ss","2023_04_05","S. habrochaites","LA1559","ss","f",NA,NA,NA
"35","2023_04_05_LA1559_47_ss","2023_04_05","S. habrochaites","LA1559","ss","ok",0.0011611,1673.53822594808,6.39187452674965
"36","2023_04_05_LA1559_49_ss","2023_04_05","S. habrochaites","LA1559","ss","ok",0.00097889,2166.13892353769,6.56257836071547
"37","2023_04_05_LA1559_51_ss","2023_04_05","S. habrochaites","LA1559","ss","ok",0.00078878,3036.77414444689,6.7785101893852
"38","2023_04_05_LA1559_53_ss","2023_04_05","S. habrochaites","LA1559","ss","ok",0.00076444,2869.99999998406,6.80985409776183
"39","2023_04_05_LA1559_55_ss","2023_04_05","S. habrochaites","LA1559","ss","ok",0.0010432,3330.00000906934,6.49894944621022
"40","2023_04_05_LA1559_56_ss","2023_04_05","S. habrochaites","LA1559","ss","ok",0.00077321,2833.72332640374,6.79844695686771
"41","2023_04_05_LA1753_1_ss","2023_04_05","S. habrochaites","LA1753","ss","f",NA,NA,NA
"42","2023_04_05_LA1753_2_ss","2023_04_05","S. habrochaites","LA1753","ss","ok",0.00041128,7677.63615648883,7.42972338963536
"43","2023_04_05_LA1753_3_ss","2023_04_05","S. habrochaites","LA1753","ss","ok",0.00054714,2514.49959492023,7.14429292620898
"44","2023_04_05_LA1753_4_ss","2023_04_05","S. habrochaites","LA1753","ss","ok",0.0014093,7607.08073258637,6.19814923118514
"45","2023_04_05_LA1753_5_ss","2023_04_05","S. habrochaites","LA1753","ss","f",NA,NA,NA
"46","2023_04_05_LA1753_7_ss","2023_04_05","S. habrochaites","LA1753","ss","f",NA,NA,NA
"47","2023_04_05_LA1753_8_ss","2023_04_05","S. habrochaites","LA1753","ss","f",NA,NA,NA
"48","2023_04_05_LA1753_9_ss","2023_04_05","S. habrochaites","LA1753","ss","f",NA,NA,NA
"49","2023_04_05_LA1753_10_ss","2023_04_05","S. habrochaites","LA1753","ss","f",NA,NA,NA
"50","2023_04_05_LA1753_11_ss","2023_04_05","S. habrochaites","LA1753","ss","ok",0.00090805,5542.9234412825,6.6376981942181
"51","2023_04_05_LA1753_12_ss","2023_04_05","S. habrochaites","LA1753","ss","f",NA,NA,NA
"52","2023_04_05_LA1753_13_ss","2023_04_05","S. habrochaites","LA1753","ss","f",NA,NA,NA
"53","2023_04_05_LA1753_15_ss","2023_04_05","S. habrochaites","LA1753","ss","ok",0.00035525,1022.42628397091,7.5761758704054
"54","2023_04_05_LA1753_17_ss","2023_04_05","S. habrochaites","LA1753","ss","f",NA,NA,NA
"55","2023_04_05_LA1753_19_ss","2023_04_05","S. habrochaites","LA1753","ss","f",NA,NA,NA
"56","2023_04_05_LA1753_21_ss","2023_04_05","S. habrochaites","LA1753","ss","ok",0.00020971,1753.0715939336,8.10327201343958
"57","2023_04_05_LA1753_22_ss","2023_04_05","S. habrochaites","LA1753","ss","f",NA,NA,NA
"58","2023_04_05_LA1753_23_ss","2023_04_05","S. habrochaites","LA1753","ss","f",NA,NA,NA
"59","2023_04_05_LA1753_24_ss","2023_04_05","S. habrochaites","LA1753","ss","f",NA,NA,NA
"60","2023_04_05_LA1753_25_ss","2023_04_05","S. habrochaites","LA1753","ss","f",NA,NA,NA
"61","2023_04_05_LA1753_26_ss","2023_04_05","S. habrochaites","LA1753","ss","f",NA,NA,NA
"62","2023_04_05_LA1753_27_ss","2023_04_05","S. habrochaites","LA1753","ss","f",NA,NA,NA
"63","2023_04_05_LA1753_28_ss","2023_04_05","S. habrochaites","LA1753","ss","ok",0.0013092,5607.58803317115,6.27182609475558
"64","2023_04_05_LA1753_29_ss","2023_04_05","S. habrochaites","LA1753","ss","f",NA,NA,NA
"65","2023_04_05_LA1753_30_ss","2023_04_05","S. habrochaites","LA1753","ss","ok",0.00074635,4452.37373558512,6.83380297830336
"66","2023_04_05_LA1753_31_ss","2023_04_05","S. habrochaites","LA1753","ss","f",NA,NA,NA
"67","2023_04_05_LA1753_32_ss","2023_04_05","S. habrochaites","LA1753","ss","f",NA,NA,NA
"68","2023_04_05_LA1753_33_ss","2023_04_05","S. habrochaites","LA1753","ss","ok",0.0016065,737.918408681624,6.0671844588267
"69","2023_04_05_LA1753_34_ss","2023_04_05","S. habrochaites","LA1753","ss","f",NA,NA,NA
"70","2023_04_05_LA1753_35_ss","2023_04_05","S. habrochaites","LA1753","ss","f",NA,NA,NA
"71","2023_04_05_LA1753_38_ss","2023_04_05","S. habrochaites","LA1753","ss","f",NA,NA,NA
"72","2023_04_05_LA1753_39_ss","2023_04_05","S. habrochaites","LA1753","ss","f",NA,NA,NA
"73","2023_04_05_LA1753_40_ss","2023_04_05","S. habrochaites","LA1753","ss","f",NA,NA,NA
"74","2023_04_05_LA1753_41_ss","2023_04_05","S. habrochaites","LA1753","ss","f",NA,NA,NA
"75","2023_04_05_LA1753_42_ss","2023_04_05","S. habrochaites","LA1753","ss","f",NA,NA,NA
"76","2023_04_05_LA1753_43_ss","2023_04_05","S. habrochaites","LA1753","ss","f",NA,NA,NA
"77","2023_04_05_LA1753_44_ss","2023_04_05","S. habrochaites","LA1753","ss","f",NA,NA,NA
"78","2023_04_05_LA1753_45_ss","2023_04_05","S. habrochaites","LA1753","ss","f",NA,NA,NA
"79","2023_04_05_LA1753_46_ss","2023_04_05","S. habrochaites","LA1753","ss","f",NA,NA,NA
"80","2023_04_05_LA1753_47_ss","2023_04_05","S. habrochaites","LA1753","ss","f",NA,NA,NA
"81","2023_04_05_LA1753_48_ss","2023_04_05","S. habrochaites","LA1753","ss","f",NA,NA,NA
"82","2023_04_05_LA1753_49_ss","2023_04_05","S. habrochaites","LA1753","ss","f",NA,NA,NA
"83","2023_04_05_LA1753_50_ss","2023_04_05","S. habrochaites","LA1753","ss","f",NA,NA,NA
"84","2023_04_05_LA1753_51_ss","2023_04_05","S. habrochaites","LA1753","ss","ok",0.00038499,6442.50120662144,7.49578027745813
"85","2023_04_05_LA1753_52_ss","2023_04_05","S. habrochaites","LA1753","ss","f",NA,NA,NA
"86","2023_04_05_LA2167_110_ss","2023_04_05","S. habrochaites","LA2167","ss","f",NA,NA,NA
"87","2023_04_05_LA2167_111_ss","2023_04_05","S. habrochaites","LA2167","ss","f",NA,NA,NA
"88","2023_04_05_LA2167_112_ss","2023_04_05","S. habrochaites","LA2167","ss","f",NA,NA,NA
"89","2023_04_05_LA2167_113_ss","2023_04_05","S. habrochaites","LA2167","ss","f",NA,NA,NA
"90","2023_04_05_LA2167_114_ss","2023_04_05","S. habrochaites","LA2167","ss","f",NA,NA,NA
"91","2023_04_05_LA2167_115_ss","2023_04_05","S. habrochaites","LA2167","ss","f",NA,NA,NA
"92","2023_04_05_LA2167_116_ss","2023_04_05","S. habrochaites","LA2167","ss","f",NA,NA,NA
"93","2023_04_05_LA2167_117_ss","2023_04_05","S. habrochaites","LA2167","ss","f",NA,NA,NA
"94","2023_04_05_LA2167_118_ss","2023_04_05","S. habrochaites","LA2167","ss","f",NA,NA,NA
"95","2023_04_05_LA2167_119_ss","2023_04_05","S. habrochaites","LA2167","ss","f",NA,NA,NA
"96","2023_04_05_LA2167_120_ss","2023_04_05","S. habrochaites","LA2167","ss","f",NA,NA,NA
"97","2023_04_05_LA2167_121_ss","2023_04_05","S. habrochaites","LA2167","ss","f",NA,NA,NA
"98","2023_04_05_LA2167_122_ss","2023_04_05","S. habrochaites","LA2167","ss","f",NA,NA,NA
"99","2023_04_05_LA2167_123_ss","2023_04_05","S. habrochaites","LA2167","ss","f",NA,NA,NA
"100","2023_04_05_LA2167_124_ss","2023_04_05","S. habrochaites","LA2167","ss","f",NA,NA,NA
"101","2023_04_05_LA2167_125_ss","2023_04_05","S. habrochaites","LA2167","ss","f",NA,NA,NA
"102","2023_04_05_LA2167_126_ss","2023_04_05","S. habrochaites","LA2167","ss","f",NA,NA,NA
"103","2023_04_05_LA2167_127_ss","2023_04_05","S. habrochaites","LA2167","ss","f",NA,NA,NA
"104","2023_04_05_LA2167_128_ss","2023_04_05","S. habrochaites","LA2167","ss","f",NA,NA,NA
"105","2023_04_05_LA2167_129_ss","2023_04_05","S. habrochaites","LA2167","ss","f",NA,NA,NA
"106","2023_04_05_LA2167_130_ss","2023_04_05","S. habrochaites","LA2167","ss","f",NA,NA,NA
"107","2023_04_05_LA2167_131_ss","2023_04_05","S. habrochaites","LA2167","ss","f",NA,NA,NA
"108","2023_04_05_LA2167_132_ss","2023_04_05","S. habrochaites","LA2167","ss","f",NA,NA,NA
"109","2023_04_05_LA2167_133_ss","2023_04_05","S. habrochaites","LA2167","ss","f",NA,NA,NA
"110","2023_04_05_LA2167_134_ss","2023_04_05","S. habrochaites","LA2167","ss","f",NA,NA,NA
"111","2023_04_05_LA2167_135_ss","2023_04_05","S. habrochaites","LA2167","ss","f",NA,NA,NA
"112","2023_04_05_LA2167_136_ss","2023_04_05","S. habrochaites","LA2167","ss","f",NA,NA,NA
"113","2023_04_05_LA2167_137_ss","2023_04_05","S. habrochaites","LA2167","ss","ok",0.00076849,7614.54537421165,6.80457008685036
"114","2023_04_05_LA2167_138_ss","2023_04_05","S. habrochaites","LA2167","ss","f",NA,NA,NA
"115","2023_04_05_LA2167_139_ss","2023_04_05","S. habrochaites","LA2167","ss","f",NA,NA,NA
"116","2023_04_05_LA2167_140_ss","2023_04_05","S. habrochaites","LA2167","ss","f",NA,NA,NA
"117","2023_04_05_LA2167_141_ss","2023_04_05","S. habrochaites","LA2167","ss","f",NA,NA,NA
"118","2023_04_05_LA2167_142_ss","2023_04_05","S. habrochaites","LA2167","ss","f",NA,NA,NA
"119","2023_04_05_LA2167_143_ss","2023_04_05","S. habrochaites","LA2167","ss","f",NA,NA,NA
"120","2023_04_05_LA2167_144_ss","2023_04_05","S. habrochaites","LA2167","ss","f",NA,NA,NA
"121","2023_04_05_LA2167_145_ss","2023_04_05","S. habrochaites","LA2167","ss","f",NA,NA,NA
"122","2023_04_05_LA2167_146_ss","2023_04_05","S. habrochaites","LA2167","ss","f",NA,NA,NA
"123","2023_04_05_LA2167_147_ss","2023_04_05","S. habrochaites","LA2167","ss","f",NA,NA,NA
"124","2023_04_05_LA2167_148_ss","2023_04_05","S. habrochaites","LA2167","ss","f",NA,NA,NA
"125","2023_04_05_LA2167_149_ss","2023_04_05","S. habrochaites","LA2167","ss","f",NA,NA,NA
"126","2023_04_05_LA2409_1_ss","2023_04_05","S. habrochaites","LA2409","ss","ok",0.00043637,6195.81854732405,7.370507130058
"127","2023_04_05_LA2409_2_ss","2023_04_05","S. habrochaites","LA2409","ss","ok",0.000284,5817.57949669705,7.8000233992214
"128","2023_04_05_LA2409_3_ss","2023_04_05","S. habrochaites","LA2409","ss","ok",0.00031091,5172.75697639883,7.709494156152
"129","2023_04_05_LA2409_4_ss","2023_04_05","S. habrochaites","LA2409","ss","ok",0.00046136,3907.99009722719,7.31481898807545
"130","2023_04_05_LA2409_5_ss","2023_04_05","S. habrochaites","LA2409","ss","ok",0.00019803,3622.48858782911,8.16057910301382
"131","2023_04_05_LA2409_6_ss","2023_04_05","S. habrochaites","LA2409","ss","ok",0.00019328,3136.4278877283,8.18485772263616
"132","2023_04_05_LA2409_7_ss","2023_04_05","S. habrochaites","LA2409","ss","ok",0.00044887,6427.74269483595,7.34226432385691
"133","2023_04_05_LA2409_9_ss","2023_04_05","S. habrochaites","LA2409","ss","f",NA,NA,NA
"134","2023_04_05_LA2409_10_ss","2023_04_05","S. habrochaites","LA2409","ss","f",NA,NA,NA
"135","2023_04_05_LA2409_11_ss","2023_04_05","S. habrochaites","LA2409","ss","ok",0.00033014,5295.14570676951,7.64948083046322
"136","2023_04_05_LA2409_13_ss","2023_04_05","S. habrochaites","LA2409","ss","ok",8.2614e-05,3343.74412178245,9.03481847969232
"137","2023_04_05_LA2409_16_ss","2023_04_05","S. habrochaites","LA2409","ss","ok",0.00045746,4194.03279947514,7.3233081881834
"138","2023_04_05_LA2409_17_ss","2023_04_05","S. habrochaites","LA2409","ss","ok",0.00055667,4905.32404745612,7.1270250326339
"139","2023_04_05_LA2409_18_ss","2023_04_05","S. habrochaites","LA2409","ss","ok",0.00073098,3854.1637133783,6.85461153778824
"140","2023_04_05_LA2409_19_ss","2023_04_05","S. habrochaites","LA2409","ss","f",NA,NA,NA
"141","2023_04_05_LA2409_20_ss","2023_04_05","S. habrochaites","LA2409","ss","ok",0.00089782,6139.04177648338,6.64902803460658
"142","2023_04_05_LA2409_21_ss","2023_04_05","S. habrochaites","LA2409","ss","ok",0.00061169,5105.97544776535,7.03277201915067
"143","2023_04_05_LA2409_22_ss","2023_04_05","S. habrochaites","LA2409","ss","ok",0.00036311,3026.72050225563,7.55429181871914
"144","2023_04_05_LA2409_23_ss","2023_04_05","S. habrochaites","LA2409","ss","ok",0.00052425,4841.3883081178,7.18702896760058
"145","2023_04_05_LA2409_24_ss","2023_04_05","S. habrochaites","LA2409","ss","ok",0.00067757,5062.43847481189,6.93048476893279
"146","2023_04_05_LA2409_25_ss","2023_04_05","S. habrochaites","LA2409","ss","f",NA,NA,NA
"147","2023_04_05_LA2409_26_ss","2023_04_05","S. habrochaites","LA2409","ss","ok",0.00041407,6255.43621304804,7.42296259572446
"148","2023_04_05_LA2409_27_ss","2023_04_05","S. habrochaites","LA2409","ss","ok",0.00035973,6526.91824825265,7.56364388732316
"149","2023_04_05_LA2409_28_ss","2023_04_05","S. habrochaites","LA2409","ss","ok",0.00055787,3438.12950706109,7.12487167705456
"150","2023_04_05_LA2409_29_ss","2023_04_05","S. habrochaites","LA2409","ss","ok",0.0001127,4211.89997477019,8.72426821633688
"151","2023_04_05_LA2409_30_ss","2023_04_05","S. habrochaites","LA2409","ss","ok",0.0003891,3749.55111876665,7.4851612573921
"152","2023_04_05_LA2409_31_ss","2023_04_05","S. habrochaites","LA2409","ss","ok",0.00069666,4454.97643149837,6.90270015051564
"153","2023_04_05_LA2409_32_ss","2023_04_05","S. habrochaites","LA2409","ss","ok",0.00062037,5954.55168241381,7.01868156314883
"154","2023_04_05_LA2409_33_ss","2023_04_05","S. habrochaites","LA2409","ss","ok",0.00066401,3902.44155405402,6.95070042777862
"155","2023_04_05_LA2409_34_ss","2023_04_05","S. habrochaites","LA2409","ss","ok",0.00048303,6368.46083109996,7.26891887385765
"156","2023_04_05_LA2409_35_ss","2023_04_05","S. habrochaites","LA2409","ss","ok",0.00063502,3365.78165227355,6.99534114292292
"157","2023_04_05_LA2409_36_ss","2023_04_05","S. habrochaites","LA2409","ss","ok",0.00033997,6244.37845807989,7.62014025895948
"158","2023_04_05_LA2409_37_ss","2023_04_05","S. habrochaites","LA2409","ss","ok",0.00038642,8166.41915516293,7.49207277654937
"159","2023_04_05_LA2409_38_ss","2023_04_05","S. habrochaites","LA2409","ss","ok",0.00044436,3598.97139148529,7.35236259266909
"160","2023_04_05_LA2409_39_ss","2023_04_05","S. habrochaites","LA2409","ss","ok",0.00067583,3742.3376704919,6.93305607225581
"161","2023_04_05_LA2409_40_ss","2023_04_05","S. habrochaites","LA2409","ss","ok",0.00094785,4200.00001736186,6.59480137549504
"162","2023_04_05_LA2409_41_ss","2023_04_05","S. habrochaites","LA2409","ss","ok",0.00037798,6746.41506092817,7.51415635321572
"163","2023_04_05_LA2409_42_ss","2023_04_05","S. habrochaites","LA2409","ss","ok",0.00068194,3545.48611335032,6.9240559599489
"164","2023_04_05_LA2409_43_ss","2023_04_05","S. habrochaites","LA2409","ss","ok",0.00054868,2890.70241700469,7.1414822437724
"165","2023_04_05_LA2409_44_ss","2023_04_05","S. habrochaites","LA2409","ss","ok",0.00067073,4030.45379908815,6.94063096589004
"166","2023_04_05_LA2409_45_ss","2023_04_05","S. habrochaites","LA2409","ss","f",NA,NA,NA
"167","2023_04_05_LA2409_46_ss","2023_04_05","S. habrochaites","LA2409","ss","f",NA,NA,NA
"168","2023_04_05_LA2409_47_ss","2023_04_05","S. habrochaites","LA2409","ss","ok",0.00071573,3179.99999325025,6.87569463651222
"169","2023_04_05_LA2409_48_ss","2023_04_05","S. habrochaites","LA2409","ss","ok",0.00034466,3824.65144812469,7.60643921352918
"170","2023_04_05_LA2409_49_ss","2023_04_05","S. habrochaites","LA2409","ss","ok",0.0011368,5205.34031760792,6.41302506059972
"171","2023_04_05_LA2409_51_ss","2023_04_05","S. habrochaites","LA2409","ss","f",NA,NA,NA
"172","2023_04_05_LA2409_52_ss","2023_04_05","S. habrochaites","LA2409","ss","ok",0.00038009,5979.99999957681,7.50858957059958
"173","2023_04_05_LA2409_53_ss","2023_04_05","S. habrochaites","LA2409","ss","ok",0.00058056,5254.29914642215,7.08500448241273
"174","2023_04_05_LA2409_54_ss","2023_04_05","S. habrochaites","LA2409","ss","ok",0.0012174,4835.97578136374,6.34452492132279
"175","2023_04_05_LA2409_56_ss","2023_04_05","S. habrochaites","LA2409","ss","ok",0.00038435,6336.07978659636,7.49744404158747
"176","2023_04_05_LA2409_57_ss","2023_04_05","S. habrochaites","LA2409","ss","ok",0.00081066,5118.9297042892,6.75114890668269
"177","2023_04_05_LA2409_58_ss","2023_04_05","S. habrochaites","LA2409","ss","ok",0.0016417,5385.25740950661,6.04551006808214
"178","2023_04_05_LA2409_59_ss","2023_04_05","S. habrochaites","LA2409","ss","ok",0.00050612,4556.26490633374,7.22222384206155
"179","2023_04_05_LA2864_60_ss","2023_04_05","S. habrochaites","LA2864","ss","f",NA,NA,NA
"180","2023_04_05_LA2864_61_ss","2023_04_05","S. habrochaites","LA2864","ss","f",NA,NA,NA
"181","2023_04_05_LA2864_62_ss","2023_04_05","S. habrochaites","LA2864","ss","ok",0.00062017,4967.81903889971,7.01900400337927
"182","2023_04_05_LA2864_63_ss","2023_04_05","S. habrochaites","LA2864","ss","ok",0.00027353,7095.2057014024,7.8375863323221
"183","2023_04_05_LA2864_64_ss","2023_04_05","S. habrochaites","LA2864","ss","f",NA,NA,NA
"184","2023_04_05_LA2864_65_ss","2023_04_05","S. habrochaites","LA2864","ss","f",NA,NA,NA
"185","2023_04_05_LA2864_66_ss","2023_04_05","S. habrochaites","LA2864","ss","f",NA,NA,NA
"186","2023_04_05_LA2864_67_ss","2023_04_05","S. habrochaites","LA2864","ss","f",NA,NA,NA
"187","2023_04_05_LA2864_68_ss","2023_04_05","S. habrochaites","LA2864","ss","ok",0.00016855,5935.44581811904,8.32176519570254
"188","2023_04_05_LA2864_69_ss","2023_04_05","S. habrochaites","LA2864","ss","f",NA,NA,NA
"189","2023_04_05_LA2864_70_ss","2023_04_05","S. habrochaites","LA2864","ss","f",NA,NA,NA
"190","2023_04_05_LA2864_71_ss","2023_04_05","S. habrochaites","LA2864","ss","f",NA,NA,NA
"191","2023_04_05_LA2864_72_ss","2023_04_05","S. habrochaites","LA2864","ss","ok",0.00029036,4344.82537213927,7.77787610496597
"192","2023_04_05_LA2864_73_ss","2023_04_05","S. habrochaites","LA2864","ss","f",NA,NA,NA
"193","2023_04_05_LA2864_74_ss","2023_04_05","S. habrochaites","LA2864","ss","f",NA,NA,NA
"194","2023_04_05_LA2864_75_ss","2023_04_05","S. habrochaites","LA2864","ss","f",NA,NA,NA
"195","2023_04_05_LA2864_76_ss","2023_04_05","S. habrochaites","LA2864","ss","f",NA,NA,NA
"196","2023_04_05_LA2864_77_ss","2023_04_05","S. habrochaites","LA2864","ss","f",NA,NA,NA
"197","2023_04_05_LA2864_78_ss","2023_04_05","S. habrochaites","LA2864","ss","f",NA,NA,NA
"198","2023_04_05_LA2864_79_ss","2023_04_05","S. habrochaites","LA2864","ss","ok",0.00058557,6692.99637881762,7.07641190555598
"199","2023_04_05_LA2864_80_ss","2023_04_05","S. habrochaites","LA2864","ss","f",NA,NA,NA
"200","2023_04_05_LA2864_81_ss","2023_04_05","S. habrochaites","LA2864","ss","f",NA,NA,NA
"201","2023_04_05_LA2864_82_ss","2023_04_05","S. habrochaites","LA2864","ss","f",NA,NA,NA
"202","2023_04_05_LA2864_83_ss","2023_04_05","S. habrochaites","LA2864","ss","f",NA,NA,NA
"203","2023_04_05_LA2864_84_ss","2023_04_05","S. habrochaites","LA2864","ss","f",NA,NA,NA
"204","2023_04_05_LA2864_85_ss","2023_04_05","S. habrochaites","LA2864","ss","f",NA,NA,NA
"205","2023_04_05_LA2864_86_ss","2023_04_05","S. habrochaites","LA2864","ss","f",NA,NA,NA
"206","2023_04_05_LA2864_87_ss","2023_04_05","S. habrochaites","LA2864","ss","ok",0.0008033,6872.09127700312,6.76026939420284
"207","2023_04_05_LA2864_88_ss","2023_04_05","S. habrochaites","LA2864","ss","f",NA,NA,NA
"208","2023_04_05_LA2864_89_ss","2023_04_05","S. habrochaites","LA2864","ss","ok",0.00011479,6175.50879817445,8.70589326530521
"209","2023_04_05_LA2864_90_ss","2023_04_05","S. habrochaites","LA2864","ss","ok",0.00069933,6705.13393355222,6.89887490355007
"210","2023_04_05_LA2864_91_ss","2023_04_05","S. habrochaites","LA2864","ss","f",NA,NA,NA
"211","2023_04_05_LA2864_92_ss","2023_04_05","S. habrochaites","LA2864","ss","ok",0.00013898,6206.04737139417,8.51466759949643
"212","2023_04_05_LA2864_93_ss","2023_04_05","S. habrochaites","LA2864","ss","ok",0.000883,6484.84659778069,6.66567243677865
"213","2023_04_05_LA2864_94_ss","2023_04_05","S. habrochaites","LA2864","ss","f",NA,NA,NA
"214","2023_04_05_LA2864_95_ss","2023_04_05","S. habrochaites","LA2864","ss","f",NA,NA,NA
"215","2023_04_05_LA2864_96_ss","2023_04_05","S. habrochaites","LA2864","ss","ok",0.00034928,2265.74580206951,7.59312374458098
"216","2023_04_05_LA2864_97_ss","2023_04_05","S. habrochaites","LA2864","ss","f",NA,NA,NA
"217","2023_04_05_LA2864_98_ss","2023_04_05","S. habrochaites","LA2864","ss","f",NA,NA,NA
"218","2023_04_05_LA2864_99_ss","2023_04_05","S. habrochaites","LA2864","ss","f",NA,NA,NA
"219","2023_04_05_LA2864_100_ss","2023_04_05","S. habrochaites","LA2864","ss","ok",0.00051877,4226.48166689514,7.19753701236403
"220","2023_04_05_LA2864_101_ss","2023_04_05","S. habrochaites","LA2864","ss","f",NA,NA,NA
"221","2023_04_05_LA2864_102_ss","2023_04_05","S. habrochaites","LA2864","ss","f",NA,NA,NA
"222","2023_04_05_LA2864_103_ss","2023_04_05","S. habrochaites","LA2864","ss","ok",0.0003938,6736.21878133951,7.47315447117759
"223","2023_04_05_LA2864_104_ss","2023_04_05","S. habrochaites","LA2864","ss","f",NA,NA,NA
"224","2023_04_05_LA2864_105_ss","2023_04_05","S. habrochaites","LA2864","ss","f",NA,NA,NA
"225","2023_04_05_LA2864_106_ss","2023_04_05","S. habrochaites","LA2864","ss","f",NA,NA,NA
"226","2023_04_05_LA2864_107_ss","2023_04_05","S. habrochaites","LA2864","ss","ok",0.00061296,2599.99997194488,7.03069795643027
"227","2023_04_05_LA2864_109_ss","2023_04_05","S. habrochaites","LA2864","ss","f",NA,NA,NA
"228","2023_04_05_C32_110_ss","2023_04_05","S. lycopersicum","C32","ss","ok",0.00084651,2180.90271665102,6.70787562253011
"229","2023_04_05_C32_111_ss","2023_04_05","S. lycopersicum","C32","ss","ok",0.00088795,2741.87115594853,6.66008220228201
